# Odd - RBK 2013-03-17 19:00
toreinar,1-2,-,Reg,Bille
Brego,1-5,-,Bille,Bille,Tarik,Mikkelsen,Dockal
PerO,0-0,0-0
Megafritz,0-1,-,Reg
haavarl,0-1,-,Dockal
JellyFish,1-4,1-1,Bille,Bille,Mike,Dorsin
nidaros997,1-0,-
hoboj0e,1-0,0
Ivar,0-5,-,Bille,Mikkelsen,Mike,Lunna,Perry
larsarus,0-0,0-0
RBKSandvika,0-1,-,Bille
Henning,1-1,0-0,Mike
1917,1-3,-,Bille,Bille,Dockal
tr0ndern,2-0,-
Bongo,0-0,0-0
Sl&oe;vsekken,1-1,1-0,Tarik
aero,1-1,1-0,Dorsin
moomoo,2-1,0-0,Selnaes
Vemundo,1-1,1-0,Reg
&OE;stlandsJokke,2-3,2-0,Reg,Bille,Dorsin
Sliter,1-3,-,Tarik,Tarik,Mikkelsen
Jangusk,0-1,-,Dockal
v_olden,1-1,-,Mikkelsen
stolavs,1-3,-,Tarik,Bille,Reg
Zeno,1-2,0-1,Bille,Mikkelsen
19rbk17,0-2,0-0,Tarik,Bille
pingvin,0-0,0-0
Knowrud,2-2,-,Mike,Reg
G&ae;nser,2-0,0-0
steinmetz,1-3,0-1,Mikkelsen,Reg,Dorsin
Lerka,0-3,-,Bille,Bille,Mix
vegran,0-0,0-0
island&c; etc.,1-1,-,Roenning
mortenlj77,0-3,0-1,Tarik,Bille,Mike
Attaboy,0-1,0-0,Tarik
Jonas,0-0,0-0
Hedon,1-1,-,Bille
marama,1-0,1-0
gisp!,1-1,0-0,Tarik
libido,0-1,-,Dockal
Hentesveis,1-2,1-1,Svensson,Bille
Pokie,0-4,0-1,Bille,Dockal,Tarik,Mike
hhem,0-3,0-1,Dockal,Tarik,Dorsin
Bananskrue,0-2,-,Tarik,Tarik
henningb,1-3,1-0,Tarik,Tarik,Bille
georgios,1-0,-
Zorac,1-4,0-2,Reg,Dockal,Bille,Bille
zaphod81,1-1,0-0,Bille
obri,0-0,0-0
Svovel,1-2,1-0,Reg,Dockal
udepowah,0-3,0-0,Bille,Tarik,Bille
jacson&oe;¸,1-5,1-2,Bille,Bille,Tarik,Tarik,Gamboa
Vante,0-2,-,Dorsin,Bille
m&o..;llenbergs,0-1,0-0,Dorsin
Mikkelsen,0-4,0-1,Tarik,Bille,Bille,Tarik
ErikPerik,0-1,0-0,Mix
Beren,1-3,-,Bille,Tarik,Dockal
HOFFA,0-2,-,Bille,Tarik
R&ae;ven,0-0,0-0
Thulian,0-4,-,Bille,Bille,Mikkelsen,Tarik
Konesseur,2-0,-
Haavard,1-3,1-0,Dorsin,Dockal,Mix
Balljenta,0-1,-,Tarik
petko,0-2,-,Tarik,Roenning
zinedinestrand,1-3,0-1,Reg,Mikkelsen,Tarik
Adde,0-1,-,Dorsin
andy88,0-4,-,Bille,Bille,Tarik,Reg
mexes,0-3,-,Bille,Tarik,Reg
h b,0-2,-,Bille,Bille
joakleis,0-1,-,Bille
attach,0-2,Tarik,Tarik
Sjiraff,0-3,-,Bille,Mix,Reg
AJ,1-2,1-0,Mikkelsen,Bille
O-Rex,0-2,-
Aristoteles,1-0,-
Snorkel,3-0,-
Kalkunen,0-2,-
muppet,1-2,-,Bille,Dockal
gonnagetchaa,1-2,-,Dockal,Bille
orz,1-1,1-0,Tarik
Knivsett,0-3,0-0,Dorsin,Bille,Tarik
aasgeir,0-3,0-1,Bille,Bille,Dockal
S&oe;tvatten,1-2,-,Bille,Mix
kettler,2-2,-,Dorsin,Bille
Jondahl,1-3,-,Tarik,Bille,Bille
Keenoir,3-1,-,Roenning
Mustrum Ridcully,0-1,-,Dockal
Hjelde,0-1,-,Bille
TAF,1-3,-
kim1990,0-4,-,Tarik,Tarik,Bille,Dockal
ode,1-4,1-2,Bille,Dorsin,Roenning,Mix
josinho,0-6,-
Valderrama,0-3,0-1,Roenning,Bille,Mikkelsen
otters,1-4,-,Mix,Bille,Mikkelsen,Svensson
rbkweb.no,1-2,0-0,Bille,Tarik
*FASIT*,0-1,0-0,Mike

# RBK - Brann 2013-04-01 18:00
Zeno,4-1,2-0,Tarik,Bille,Dockal,Bille
hoboj0e,0-1,-
RBKSandvika,2-1,-,Bille,Tarik
Megafritz,3-1,2-0,Bille,Reg,Mix
Adde,3-2,-,Bille,Bille,Bille
Knowrud,1-1,-
Lerka,3-0,Bille,Tarik,Mix
Ivar,5-0,Mikkelsen,Mikkelsen,Mikkelsen,Mix,Mike
larsarus,3-2,1-1,Bille,Dockal,Chibbe
haavarl,2-1,-,Roenning,Dockal
S&oe;tvatten,1-0,-,Bille
gizakr,3-1,-,Bille,Bille,Tarik
zaphod81,1-0,0-0,Bille
Vegard2711,3-1,1-0,Tarik,Bille,Mikkelsen
Jangusk,2-0,-,Bille,Mix
PerO,2-1,0-1,Dockal,Reg
Raul,2-1,-,Tarik,Bille
kettler,3-1,-,Bille,Reg,Tarik
Hakkespett,3-2,-,Bille,Bille,Dockal
island&c; etc.,2-0,-,Tarik,Reg
Snorkel,3-0,-,Bille,Bille,Reg
georgios,2-0,-,Dorsin,Mikkelsen
zinedinestrand,3-2,1-2,Tarik,Svensson,Dorsin
pingvin,1-0,-,Dockal
kristobal,4-3,1-2,Dockal,Dockal,Bille,Tarik
;moomoo,3-11,3-0,Bille,Bille,Mikkelsen
udepowah,2-1,0-1,Bille,Dorsin
G&ae;nser,4-0,3-0,Bille,Bille,Bille,Mix
Thulian,3-1,-,Reg,Dockal,Mikkelsen
libido,2-1,-,Bille,Dockal
Chuck Bass,3-0,-,Dockal,Bille,Bille
Sl&oe;vsekken,2-1,1-0,Bille,Tarik
vegran,2-1,-,Bille,Dockal
SuperTimChahill,3-0,-,Reg,Tarik,Fredrik
aero,2-1,0-1,Dorsin,Bille
Jondahl,2-0,-,Bille,Bille
&OE;stlandsJokke,2-1,-,Reg,Bille
Eksil,3-2,-,Mike,Dorsin,Bille
Sola,0-1,-
gonnagetchaa,2-0,-,Tarik,Bille
Balljenta,2-1,-,Bille,Dockal
nastynick,1-0,-,Mikkelsen
moomoo,3-1,-,Mix
R&ae;ven,2-0,-,Reg,Fredrik
mexes,3-0,-,Bille,Tarik,Mix
mortenlj77,5-0,0-0,Bille,Bille,Bille,Tarik,Tarik
Davus,2-1,-,Mix,Bille
marama,1-3,1-2,Mix
hhem,2-0,1-0,Mix,Dorsin
stolavs,4-0,-,Bille,Bille,Mikkelsen,Reg
